code,nums,totalReturn,maxDrawDown,mddStart,mddEnd,maxDrawup,mduStart,mduEnd,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,sdday,maxupday,permaxupday,offsdupday,maxdownday,permaxdownday,offsddownday,sdweek,maxupweek,permaxupweek,offsdupweek,maxdownweek,permaxdownweek,offsddownweek,sdmonth,maxupmonth,permaxupmonth,offsdupmonth,maxdownmonth,permaxdownmonth,offsddownmonth,sdyear,maxupyear,permaxupyear,offsdupyear,maxdownyear,permaxdownyear,offsddownyear,tags,createtime
000083,1652,5.231038,0.532600,20150603,20150902,5.871726,20140120,20200902,2.644329,0.775519,0.281931,1.417084,0.869016,5.208219,1.190413,20150916,0.069950,-0.941239,20150824,-0.076581,-1.064331,0.032052,20150420,0.134098,3.183824,20150629,-0.166959,-6.209080,0.082128,20150504,0.306667,2.734006,20150601,-0.217379,-3.646835,0.413854,20150105,0.810579,0.958611,20180102,-0.193938,-1.468614,开放式;混合型 ;高风险,20130503
000084,1652,0.281641,0.027548,20141110,20141229,0.281641,20140102,20200930,1.317258,0.041754,0.008923,0.006132,0.864469,5.235616,0.078308,20180418,0.005025,-0.935828,20141211,-0.004655,-1.059451,0.001420,20180416,0.005029,2.542709,20141208,-0.014774,-11.406775,0.004464,20180702,0.013278,1.974308,20141201,-0.025735,-6.764772,0.018158,20150105,0.062205,2.425769,20170103,0.019130,0.053548,开放式;债券型 ;低风险,20130423
000085,1652,0.250367,0.028651,20141111,20141226,0.250367,20140102,20200930,0.784382,0.037118,0.009074,0.004792,0.864469,5.235616,0.069227,20180418,0.005128,-0.925922,20141211,-0.004686,-1.067690,0.001401,20180416,0.005133,2.664604,20141208,-0.013953,-10.962609,0.004469,20180702,0.012712,1.844635,20141201,-0.025926,-6.801651,0.017933,20150105,0.057930,2.230351,20160104,0.015260,-0.149034,开放式;债券型 ;低风险,20130423
000086,1652,0.352295,0.049257,20160815,20170526,0.369000,20140108,20200506,1.497816,0.052229,0.014841,0.007368,0.907692,4.986301,0.085835,20200203,0.005240,-0.938958,20181016,-0.008604,-1.100235,0.002344,20160808,0.011995,4.118198,20161212,-0.014504,-7.189166,0.007086,20160701,0.024448,2.450361,20161201,-0.016708,-3.357998,0.041424,20140102,0.108782,1.626091,20170103,-0.002435,-1.058784,开放式;债券型 ;低风险,20130723
000087,1652,0.057625,0.078058,20161021,20200907,0.146842,20140106,20161021,-1.066095,0.008543,0.020127,0.000766,0.872228,5.189041,0.027670,20141124,0.008101,-0.707210,20200319,-0.012036,-1.434982,0.002882,20141013,0.009604,2.332696,20141201,-0.014471,-6.021438,0.007059,20200401,0.019351,1.741441,20200506,-0.016003,-3.267099,0.041915,20140102,0.075128,0.792398,20170103,-0.046225,-2.102842,开放式;ETF联接基金 ;高风险,20130510
000088,1652,0.054365,0.078829,20161021,20200907,0.144589,20140106,20161021,-1.085386,0.008060,0.020214,0.000758,0.872228,5.189041,0.027538,20141124,0.008141,-0.704378,20200319,-0.011986,-1.435251,0.002885,20141013,0.009649,2.344911,20141201,-0.014541,-6.040688,0.007015,20151201,0.019154,1.730307,20200506,-0.016253,-3.316794,0.040918,20140102,0.071905,0.757281,20170103,-0.046058,-2.125612,开放式;ETF联接基金 ;高风险,20130510
000103,1580,0.369456,0.149211,20200221,20200323,0.524772,20140319,20200221,0.484408,0.054795,0.051187,0.021382,0.828526,5.224658,0.146225,20150811,0.016559,-0.886755,20200319,-0.040390,-1.276220,0.007296,20200323,0.036782,4.041470,20200316,-0.070819,-10.706665,0.017646,20200401,0.039105,1.216126,20200302,-0.102336,-6.799434,0.074750,20150105,0.158061,1.114519,20170103,-0.025148,-1.336426,开放式;债券型 ;低风险,20130426
000104,1651,0.326931,0.065523,20150617,20150708,0.351703,20140226,20200424,0.460659,0.048469,0.040092,0.007449,0.921317,4.909589,0.086310,20141210,0.018072,-0.790611,20150626,-0.038782,-1.449333,0.004928,20150119,0.027719,4.625052,20150623,-0.038095,-8.730793,0.013541,20141008,0.055556,3.102679,20150601,-0.050235,-4.709801,0.093753,20140102,0.234653,1.502901,20180102,-0.019258,-1.205408,开放式;债券型 ;低风险,20130820
000105,1652,0.363360,0.040617,20161020,20170512,0.363360,20140102,20200930,1.712062,0.053869,0.013942,0.008783,0.874074,5.178082,0.093719,20200203,0.005926,-0.936769,20141209,-0.012681,-1.135311,0.001915,20190812,0.009043,3.721950,20161212,-0.010842,-6.661548,0.004797,20141008,0.019373,3.038814,20161201,-0.014876,-4.101351,0.032850,20140102,0.084479,1.571640,20160104,0.004212,-0.871773,开放式;债券型 ;低风险,20130514
000106,1652,0.329195,0.042834,20161021,20170512,0.329195,20140102,20200930,1.329276,0.048804,0.014146,0.007117,0.874074,5.178082,0.084364,20200203,0.006084,-0.927888,20141209,-0.013686,-1.162226,0.001919,20190812,0.008494,3.425519,20161212,-0.010998,-6.730165,0.004825,20141008,0.019517,3.045245,20161201,-0.015926,-4.301042,0.032255,20140102,0.078924,1.446880,20160104,0.000853,-0.973570,开放式;债券型 ;低风险,20130514
000107,1652,0.550152,0.045950,20150608,20150708,0.566498,20140108,20200818,2.150709,0.081562,0.023974,0.018580,0.877323,5.158904,0.136307,20150422,0.011494,-0.915674,20150626,-0.010334,-1.075813,0.003067,20141201,0.015823,4.159531,20150615,-0.014062,-5.585453,0.008388,20150504,0.034063,3.060891,20150601,-0.024980,-3.978078,0.058534,20140102,0.170213,1.907932,20160104,0.023529,-0.598021,开放式;债券型 ;低风险,20130521
000109,1652,0.516260,0.046347,20150608,20150708,0.533605,20140120,20200817,1.927968,0.076537,0.024138,0.016168,0.877323,5.158904,0.127155,20150422,0.011589,-0.908856,20150626,-0.009631,-1.075741,0.003104,20141201,0.014952,3.817552,20150615,-0.014186,-5.570704,0.008434,20150504,0.033524,2.975018,20150601,-0.025197,-3.987638,0.058096,20140102,0.165650,1.851344,20160104,0.019906,-0.657350,开放式;债券型 ;低风险,20130521
000110,818,0.347383,0.074245,20190404,20190506,0.360633,20171225,20200918,1.125757,0.104616,0.066281,0.009175,0.434183,5.161644,0.095786,20190311,0.021666,-0.773812,20200203,-0.020549,-1.214528,0.008275,20200629,0.032218,2.893391,20190422,-0.035124,-5.244640,0.022421,20200701,0.074256,2.311969,20190401,-0.047225,-3.106314,0.093251,20190102,0.169803,0.820931,20170606,0.004717,-0.949416,开放式;混合型 ;高风险,20130520
000111,641,0.394169,0.016181,20161021,20161223,0.405115,20140102,20200506,1.459809,0.058437,0.019480,0.013284,0.353558,4.967124,0.115257,20150515,0.006090,-0.947161,20161216,-0.008157,-1.070769,0.000716,20200720,0.002874,3.012667,20200601,-0.006397,-9.931607,0.004124,20150401,0.015288,2.707457,20200601,-0.006397,-2.551245,0.031308,20150105,0.095325,2.044751,20160104,0.020921,-0.331787,开放式;债券型 ;低风险,20130730
000112,641,0.370027,0.016583,20200506,20200715,0.382989,20140102,20200506,1.275388,0.054858,0.019490,0.011640,0.353558,4.967124,0.107890,20150515,0.006306,-0.941551,20161216,-0.008244,-1.076411,0.000743,20180731,0.003140,3.226014,20200601,-0.006440,-9.668696,0.004102,20141008,0.014981,2.652322,20200601,-0.007164,-2.746541,0.030883,20150105,0.091160,1.951825,20160104,0.018565,-0.398841,开放式;债券型 ;低风险,20130730
000113,1651,0.383586,0.028337,20161014,20161221,0.403509,20140102,20200506,1.790679,0.056868,0.015004,0.010948,0.883360,5.120548,0.104633,20141124,0.005376,-0.948617,20141209,-0.012478,-1.119252,0.002118,20141027,0.013711,5.473120,20161212,-0.010400,-5.909905,0.006095,20141008,0.028757,3.718321,20161201,-0.011077,-2.817399,0.045675,20140102,0.115968,1.538971,20160104,0.004045,-0.911433,开放式;债券型 ;低风险,20130604
000115,1651,0.351673,0.028754,20161013,20161221,0.373523,20140102,20200506,1.470986,0.052137,0.015049,0.009207,0.883360,5.120548,0.095954,20141124,0.005405,-0.943667,20141209,-0.012545,-1.130737,0.002158,20141027,0.014706,5.814644,20161212,-0.010535,-5.881804,0.006192,20141008,0.029851,3.820478,20161201,-0.012097,-2.953460,0.045631,20140102,0.112325,1.461568,20160104,0.000000,-1.000000,开放式;债券型 ;低风险,20130604
000116,1651,0.365318,0.025183,20161020,20161220,0.365516,20140102,20200928,2.170386,0.054160,0.011132,0.009013,0.876792,5.158904,0.094936,20141021,0.005500,-0.942071,20161215,-0.006595,-1.069470,0.001628,20140623,0.010547,5.478102,20161212,-0.009860,-7.056617,0.004948,20141008,0.018484,2.735721,20161201,-0.009009,-2.820743,0.033965,20140102,0.094075,1.769745,20160104,0.012552,-0.630435,开放式;债券型 ;低风险,20130521
000117,1652,1.855324,0.547853,20150603,20181018,2.459218,20140519,20200902,0.862153,0.275058,0.284240,0.169415,0.880597,5.139726,0.411601,20150511,0.065557,-0.840726,20160107,-0.089467,-1.217364,0.032554,20150420,0.090253,1.772378,20150629,-0.141924,-5.359614,0.081377,20150302,0.236842,1.910423,20150601,-0.265817,-4.266485,0.405255,20150105,0.722004,0.781605,20180102,-0.293403,-1.723996,开放式;混合型 ;高风险,20130528
000118,1652,1.207983,0.152234,20150602,20150708,1.289700,20140113,20200828,1.709323,0.179088,0.087220,0.082900,0.884368,5.117808,0.287923,20190225,0.026885,-0.906625,20141209,-0.051864,-1.180131,0.010882,20150119,0.058954,4.417737,20150615,-0.047354,-5.351732,0.027252,20141201,0.111577,3.094306,20150601,-0.080000,-3.935586,0.178361,20140102,0.391807,1.196706,20180102,-0.040989,-1.229807,开放式;债券型 ;低风险,20130605
000119,1652,1.185458,0.152270,20150602,20150708,1.266954,20140113,20200828,1.671537,0.175748,0.087194,0.080057,0.884368,5.117808,0.282943,20190225,0.026627,-0.905892,20141209,-0.052117,-1.184197,0.010882,20150119,0.058475,4.373787,20150615,-0.047539,-5.368779,0.027301,20141201,0.111298,3.076731,20150601,-0.079241,-3.902507,0.179473,20140102,0.388830,1.166515,20180102,-0.044377,-1.247263,开放式;债券型 ;低风险,20130605
000120,1652,1.068293,0.532766,20150603,20190102,1.442827,20140516,20150603,0.512478,0.158378,0.250505,0.060522,0.885316,5.112329,0.246012,20150713,0.071865,-0.707878,20150626,-0.090245,-1.366833,0.027685,20151102,0.097358,2.516607,20150623,-0.134491,-5.857852,0.071758,20150504,0.277417,2.865996,20150601,-0.240090,-4.345815,0.246222,20190102,0.382514,0.553532,20180102,-0.220661,-1.896186,开放式;混合型 ;高风险,20130607
000121,1652,1.145734,0.081643,20200225,20200323,1.202000,20140110,20200806,1.935178,0.169859,0.072272,0.065053,0.918288,4.928767,0.255055,20200706,0.028922,-0.886607,20200203,-0.035714,-1.140026,0.008376,20200203,0.038695,3.619588,20200713,-0.039180,-5.677434,0.021077,20200701,0.078975,2.746931,20200302,-0.057643,-3.734836,0.111208,20190102,0.219803,0.976510,20180102,-0.056866,-1.511354,开放式;混合型 ;高风险,20130813
000122,1652,0.469488,0.034707,20161024,20161220,0.527117,20140120,20200224,1.336697,0.069603,0.029628,0.014416,0.888650,5.093151,0.120067,20150105,0.013866,-0.884512,20141209,-0.022167,-1.184627,0.003615,20141201,0.016807,3.649110,20141208,-0.017241,-5.769345,0.009772,20150504,0.032695,2.345667,20161201,-0.022458,-3.298095,0.076226,20140102,0.206693,1.711566,20180102,0.007315,-0.904032,开放式;债券型 ;低风险,20130614
000123,1652,0.430966,0.034483,20161024,20170526,0.491405,20140120,20200224,1.141348,0.063892,0.029695,0.012244,0.888650,5.093151,0.110652,20150105,0.013980,-0.873656,20141209,-0.023160,-1.209301,0.003587,20141201,0.017797,3.961833,20141208,-0.017370,-5.842814,0.009679,20150504,0.032206,2.327585,20161201,-0.022124,-3.285875,0.074734,20140102,0.199211,1.665601,20180102,0.002981,-0.960117,开放式;债券型 ;低风险,20130614
000124,1651,2.269991,0.549284,20150603,20190103,2.997819,20140519,20200803,1.122064,0.336534,0.273188,0.277937,0.894366,5.057534,0.527198,20150508,0.077479,-0.853036,20160104,-0.076322,-1.144769,0.033049,20150420,0.166176,4.028242,20150615,-0.132992,-5.024142,0.092293,20150504,0.397636,3.308423,20150601,-0.233707,-3.532232,0.558969,20150105,1.284014,1.297111,20180102,-0.206815,-1.369994,开放式;混合型 ;高风险,20130627
000126,343,0.884050,0.181021,20200225,20200323,0.976427,20190606,20200805,2.772460,0.638967,0.219648,0.079433,0.179112,5.246575,0.281839,20190722,0.043114,-0.847027,20200203,-0.062165,-1.220569,0.023713,20200727,0.085745,2.615914,20200224,-0.057401,-3.420638,0.070410,20200701,0.190540,1.706147,20200302,-0.117247,-2.665203,nan,20190514,0.242573,nan,20190514,0.242573,nan,开放式;混合型 ;高风险,20130419
000127,1651,2.963226,0.489218,20150603,20150825,3.527149,20140519,20200828,1.502941,0.439308,0.272338,0.472473,0.893398,5.063014,0.687367,20150713,0.078794,-0.885369,20150629,-0.087988,-1.128007,0.030336,20200203,0.109220,2.600300,20150623,-0.148069,-5.880901,0.074184,20150504,0.201319,1.713775,20150601,-0.235755,-4.177970,0.269845,20150105,0.462212,0.712881,20180102,-0.194311,-1.720084,开放式;混合型 ;高风险,20130625
000128,1652,0.344575,0.013513,20141110,20141219,0.345890,20140106,20200930,2.683051,0.051084,0.007858,0.009074,0.878723,5.150685,0.095260,20140509,0.003781,-0.960312,20141209,-0.006346,-1.066621,0.001177,20140505,0.007590,5.450118,20161212,-0.004915,-5.176458,0.003449,20140207,0.012609,2.656049,20141201,-0.004509,-2.307271,0.024458,20140102,0.079179,2.237300,20160104,0.014479,-0.408003,开放式;债券型 ;低风险,20130524
000129,1652,0.374194,0.012567,20141110,20141219,0.375538,20140106,20200930,3.212801,0.055475,0.007929,0.010771,0.878723,5.150685,0.103782,20140603,0.004682,-0.954889,20141209,-0.006323,-1.060930,0.001153,20140505,0.007583,5.575531,20161212,-0.004945,-5.287860,0.003475,20150401,0.013244,2.811396,20141201,-0.004488,-2.291621,0.024854,20140102,0.084066,2.382364,20160104,0.018235,-0.266314,开放式;债券型 ;低风险,20130524
000130,1652,0.676112,0.119865,20150602,20150708,0.721730,20140120,20200818,1.195655,0.100236,0.058743,0.032826,0.883895,5.120548,0.181179,20150709,0.024484,-0.864865,20141209,-0.049960,-1.275748,0.007889,20150420,0.047729,5.050027,20141208,-0.061241,-8.762768,0.017753,20150504,0.074349,3.187920,20150601,-0.080054,-5.509260,0.103555,20140102,0.282316,1.726256,20160104,0.006438,-0.937832,开放式;债券型 ;低风险,20130604
000131,1652,0.641183,0.120245,20150602,20150708,0.686878,20140120,20200506,1.107499,0.095058,0.058743,0.029715,0.883895,5.120548,0.172381,20150709,0.027027,-0.843214,20141209,-0.050284,-1.291702,0.007915,20150420,0.048099,5.076986,20141208,-0.061638,-8.787534,0.017891,20150504,0.074213,3.148103,20150601,-0.080711,-5.511333,0.103467,20140102,0.278008,1.686925,20160104,0.002091,-0.979792,开放式;债券型 ;低风险,20130604
000136,1651,3.730438,0.437832,20150603,20150708,4.605023,20140519,20200902,2.188477,0.553050,0.239002,0.675682,0.884780,5.112329,0.821999,20150713,0.079470,-0.903321,20150626,-0.077682,-1.094504,0.027612,20200203,0.123288,3.465084,20150623,-0.130570,-5.728810,0.073124,20150504,0.280170,2.831443,20150601,-0.210247,-3.875217,0.423597,20150105,1.048644,1.475570,20180102,-0.129405,-1.305491,开放式;混合型 ;高风险,20130607
000137,849,0.451962,0.034336,20200429,20200713,0.497886,20140103,20200429,1.328345,0.067032,0.027878,0.016550,0.468802,4.961644,0.128646,20140822,0.025328,-0.803116,20141210,-0.013071,-1.101607,0.001661,20181112,0.009990,5.015241,20200601,-0.010031,-7.040189,0.008109,20140801,0.043602,4.376733,20141201,-0.019180,-3.365224,0.040712,20140103,0.106303,1.611097,20170106,0.016458,-0.595756,开放式;债券型 ;低风险,20130801
000138,849,0.421618,0.035151,20200429,20200713,0.468815,20140103,20200429,1.162488,0.062532,0.027985,0.014361,0.468802,4.961644,0.119839,20140822,0.025424,-0.787851,20141210,-0.013140,-1.109651,0.001641,20181112,0.010019,5.105324,20200601,-0.010118,-7.165566,0.008105,20140801,0.043768,4.400116,20141201,-0.018335,-3.262182,0.040583,20140103,0.102572,1.527457,20170106,0.013492,-0.667544,开放式;债券型 ;低风险,20130801
000139,1652,0.330853,0.023850,20141112,20141222,0.330853,20140102,20200930,2.146549,0.049050,0.008875,0.007258,0.940775,4.810959,0.085193,20141231,0.003623,-0.957471,20141209,-0.007156,-1.083993,0.001348,20140623,0.005644,3.185762,20141208,-0.010733,-8.959688,0.004708,20140603,0.016129,2.425666,20141201,-0.017643,-4.747307,0.032080,20140102,0.099206,2.092487,20160104,0.016878,-0.473886,开放式;债券型 ;低风险,20130925
000141,1652,0.303506,0.024933,20141112,20141222,0.303903,20140102,20200506,1.685193,0.044996,0.008899,0.006024,0.940775,4.810959,0.077612,20141231,0.003643,-0.953061,20141209,-0.007188,-1.092612,0.001373,20140526,0.005747,3.186266,20141208,-0.010782,-8.853479,0.004757,20140603,0.016175,2.400450,20141201,-0.018700,-4.931242,0.031393,20140102,0.094448,2.008566,20160104,0.013617,-0.566242,开放式;债券型 ;低风险,20130925
000142,298,0.102792,0.033527,20200305,20200323,0.119170,20190807,20200902,1.140806,0.084885,0.048110,0.001126,0.159018,5.134246,0.033557,20200204,0.009069,-0.729739,20200203,-0.017185,-1.512108,0.004692,20200203,0.016397,2.494862,20200224,-0.009657,-3.058317,0.012753,20200701,0.026997,1.116850,20200302,-0.019371,-2.518906,nan,20190716,0.047408,nan,20190716,0.047408,nan,开放式;债券型 ;低风险,20130530
000143,1652,0.706526,0.046130,20150817,20150826,0.738469,20140122,20200805,1.698391,0.104745,0.044009,0.028300,0.880128,5.142466,0.168225,20150602,0.019024,-0.886913,20200716,-0.017228,-1.102412,0.005060,20200203,0.022572,3.460966,20200713,-0.023577,-5.659672,0.011682,20200701,0.043333,2.709441,20160104,-0.020674,-2.769763,0.065151,20150105,0.159789,1.452588,20180102,0.015853,-0.756669,开放式;债券型 ;低风险,20130527
000147,1652,0.406219,0.038835,20161021,20161221,0.430151,20140108,20200506,2.078171,0.060223,0.014543,0.011880,0.923421,4.901370,0.108996,20150206,0.004500,-0.958710,20141209,-0.015288,-1.140260,0.002294,20141222,0.007346,2.202207,20141208,-0.016187,-8.055942,0.007159,20140401,0.020548,1.870098,20161201,-0.019672,-3.747766,0.040669,20140102,0.102307,1.515587,20160104,-0.001669,-1.041049,开放式;债券型 ;低风险,20130823
000148,1652,0.396884,0.039409,20161020,20161221,0.422961,20140108,20200506,1.773611,0.058839,0.016260,0.011936,0.923421,4.901370,0.109252,20180109,0.018318,-0.832332,20141209,-0.015385,-1.140818,0.002462,20180108,0.016653,5.764952,20141208,-0.016290,-7.617410,0.007287,20180102,0.020000,1.744550,20161201,-0.019967,-3.739983,0.043183,20140102,0.098492,1.280839,20160104,-0.005068,-1.117352,开放式;债券型 ;低风险,20130823
000149,1652,0.637666,0.039959,20161021,20170524,0.719489,20140120,20200818,1.895585,0.094536,0.034046,0.030651,0.888650,5.093151,0.175074,20141204,0.024126,-0.862192,20150119,-0.022222,-1.126931,0.004885,20141201,0.043331,7.869349,20140106,-0.015512,-4.175139,0.011650,20141103,0.053524,3.594377,20161201,-0.018068,-2.550935,0.096637,20140102,0.256909,1.658502,20160104,0.009286,-0.903911,开放式;债券型 ;低风险,20130614
000150,1652,0.609631,0.042284,20161021,20170524,0.692316,20140120,20200818,1.772848,0.090380,0.034058,0.028316,0.888650,5.093151,0.168274,20141204,0.024207,-0.856145,20150119,-0.022127,-1.131494,0.004856,20141201,0.043478,7.953366,20140106,-0.015544,-4.200944,0.011892,20141103,0.054659,3.596345,20161201,-0.017495,-2.471142,0.098678,20140102,0.259221,1.626950,20160104,0.005011,-0.949221,开放式;债券型 ;低风险,20130614
000152,1652,0.427182,0.034632,20141111,20141219,0.470804,20140120,20200429,2.290796,0.063331,0.014550,0.013373,0.907692,4.986301,0.115643,20141124,0.007955,-0.931209,20141209,-0.008804,-1.076127,0.002426,20140505,0.011650,3.802203,20141208,-0.014878,-7.132578,0.007477,20141008,0.024300,2.250009,20141201,-0.023504,-4.143547,0.048490,20140102,0.129288,1.666268,20170103,0.016406,-0.661659,开放式;债券型 ;低风险,20130723
000153,1652,0.398193,0.034843,20141111,20141219,0.444546,20140120,20200429,1.981496,0.059033,0.014652,0.011635,0.907692,4.986301,0.107866,20141124,0.007030,-0.934822,20141209,-0.008762,-1.081229,0.002467,20140505,0.011685,3.735621,20141208,-0.014957,-7.061958,0.007587,20141008,0.023503,2.097783,20141201,-0.024412,-4.217566,0.048317,20140102,0.123494,1.555915,20170103,0.013498,-0.720646,开放式;债券型 ;低风险,20130723
