code,nums,totalReturn,maxDrawDown,sharpe,annualizedReturns,annualizedVolatility,variance,perValidData,durationYear,maxupday,permaxupday,maxdownday,permaxdownday,maxupweek,permaxupweek,maxdownweek,permaxdownweek,maxupmonth,permaxupmonth,maxdownmonth,permaxdownmonth,maxupyear,permaxupyear,maxdownyear,permaxdownyear,tags,createtime,mddStart,mddEnd
001430,1297,0.416249,0.134340,0.514282,0.078680,0.094656,0.020017,0.955081,3.720548,20200729,0.040621,20200724,-0.060185,20200727,0.062911,20200713,-0.057032,20200401,0.050147,20200302,-0.064694,20190102,0.222500,20180102,0.016935,开放式;混合型 ;高风险,20150615,20200305,20200323
001433,1276,0.469000,0.053630,1.190624,0.089252,0.049765,0.021535,0.950112,3.679452,20181102,0.018933,20171123,-0.019312,20181029,0.032258,20180205,-0.024576,20190201,0.047181,20181203,-0.027685,20170103,0.171198,20180102,-0.008554,开放式;混合型 ;高风险,20150630,20180522,20181029
001437,1286,1.224000,0.360852,0.804237,0.232445,0.251724,0.062867,0.954714,3.690411,20150710,0.211000,20190506,-0.080232,20150708,0.211000,20180205,-0.109494,20150703,0.211000,20200302,-0.158290,20190102,0.532575,20180102,-0.258452,开放式;混合型 ;高风险,20150626,20170913,20190103
001438,1286,0.819000,0.362753,0.530052,0.155533,0.236832,0.041227,0.954714,3.690411,20190225,0.057297,20190506,-0.080727,20200203,0.141898,20180205,-0.109612,20200601,0.159123,20200302,-0.158674,20190102,0.528967,20180102,-0.259598,开放式;混合型 ;高风险,20150626,20170913,20190103
001441,629,0.369000,0.194558,0.594199,0.138280,0.182229,0.036214,0.845430,2.038356,20190722,0.053180,20180209,-0.086305,20200203,0.099485,20200224,-0.054716,20200203,0.126072,20180302,-0.056085,20190102,0.458738,20180130,-0.170000,开放式;混合型 ;高风险,20180130,20180202,20181030
001442,629,0.361000,0.195551,0.578666,0.135282,0.181940,0.035390,0.845430,2.038356,20190722,0.053243,20180209,-0.086305,20200203,0.099053,20200224,-0.054953,20200203,0.125754,20180302,-0.056085,20190102,0.456204,20180130,-0.171000,开放式;混合型 ;高风险,20180130,20180202,20181030
001443,1149,0.637000,0.053560,1.889862,0.132030,0.053988,0.030466,0.967172,3.254795,20200204,0.015515,20200203,-0.020041,20200203,0.031735,20200713,-0.022277,20200203,0.063470,20200302,-0.040026,20190102,0.188711,20151204,0.002900,开放式;混合型 ;高风险,20151202,20200225,20200323
001444,1149,0.619000,0.054090,1.814411,0.128299,0.054177,0.029479,0.967172,3.254795,20200204,0.016393,20200203,-0.020935,20200203,0.032074,20200713,-0.021902,20200203,0.064148,20200302,-0.040361,20190102,0.186916,20151204,0.002900,开放式;混合型 ;高风险,20151202,20200225,20200323
001445,1272,1.880900,0.310345,1.323669,0.357940,0.247751,0.209319,0.946429,3.682192,20150724,0.070850,20200203,-0.077045,20200203,0.117782,20150817,-0.134369,20200701,0.189337,20160104,-0.226201,20190102,0.628463,20180102,-0.138374,开放式;混合型 ;高风险,20150629,20151222,20160128
001446,1299,0.364364,0.109890,0.674430,0.068801,0.057532,0.006665,0.953744,3.731507,20150715,0.031345,20181011,-0.023810,20181029,0.035316,20180813,-0.027003,20190201,0.070207,20181203,-0.031278,20190102,0.153846,20180102,-0.072712,开放式;混合型 ;高风险,20150611,20180725,20181018
001447,1295,0.553989,0.054004,1.866610,0.104445,0.039883,0.015658,0.950110,3.734246,20200706,0.025417,20200203,-0.023588,20200629,0.033131,20200120,-0.015925,20200701,0.077148,20200302,-0.019320,20190102,0.089968,20160104,0.028538,开放式;混合型 ;高风险,20150610,20200305,20200323
001448,1298,0.150000,0.177706,-0.013358,0.028339,0.124380,0.004442,0.956522,3.717808,20150810,0.033120,20200409,-0.050847,20150907,0.056948,20200407,-0.064889,20200701,0.111742,20200506,-0.056221,20190102,0.112370,20180102,-0.109807,开放式;混合型 ;高风险,20150616,20171113,20200527
001449,1240,0.680639,0.315789,0.472824,0.130206,0.211931,0.042702,0.928839,3.657534,20150911,0.059233,20160104,-0.075680,20200203,0.101092,20160125,-0.078156,20200203,0.140466,20160104,-0.153634,20190102,0.442886,20180102,-0.209375,开放式;混合型 ;高风险,20150708,20171113,20181018
001453,1294,0.209700,0.246742,0.124878,0.039679,0.077507,0.004826,0.954982,3.712329,20181022,0.034679,20180619,-0.026036,20181029,0.051291,20180205,-0.063843,20190201,0.056001,20181203,-0.058093,20190102,0.264076,20180102,-0.213863,开放式;混合型 ;高风险,20150618,20180205,20190103
001454,1294,0.194600,0.247219,0.088009,0.036822,0.077511,0.004614,0.954982,3.712329,20181022,0.034717,20180619,-0.026030,20181029,0.051282,20180205,-0.063807,20190201,0.055852,20181203,-0.058078,20190102,0.262675,20180102,-0.214358,开放式;混合型 ;高风险,20150618,20180205,20190103
001455,1279,-0.111000,0.468750,-0.210594,-0.021124,0.242759,0.008672,0.951637,3.682192,20150916,0.056075,20160107,-0.077851,20200203,0.075912,20150817,-0.112689,20190201,0.155611,20160104,-0.197121,20190102,0.263889,20180102,-0.302885,开放式;ETF联接基金 ;高风险,20150629,20150817,20181018
001457,1255,0.536000,0.362931,0.390139,0.102002,0.184555,0.025867,0.933780,3.682192,20150717,0.130901,20150731,-0.065478,20150907,0.093567,20180205,-0.076199,20150703,0.128828,20160104,-0.070755,20190102,0.377919,20180102,-0.287576,开放式;混合型 ;高风险,20150629,20161122,20190103
001463,1273,0.301397,0.386944,0.105934,0.057357,0.258241,0.019748,0.945063,3.690411,20150916,0.059682,20150824,-0.081102,20200706,0.088013,20150817,-0.130987,20200701,0.130068,20160104,-0.159437,20190102,0.310606,20180102,-0.333669,开放式;混合型 ;高风险,20150626,20171113,20181018
001464,1300,0.335000,0.107740,0.564235,0.063159,0.058767,0.006018,0.954479,3.731507,20190225,0.017013,20181129,-0.023421,20180917,0.028155,20190729,-0.029823,20200401,0.042351,20190401,-0.029757,20190102,0.124254,20180102,-0.084483,开放式;混合型 ;高风险,20150611,20180124,20190103
